"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__",0.000424268137462877,0.000408628054381017,1.03827461896993,4,1.2,0.974026377036462,0.002
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Galbibacter",0.000424268137462877,0.000243334465284856,1.74355957741627,4,0,0.974647013188518,0.001
"d__Bacteria.k__.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2",0.000381841323716589,0.000553177972439767,0.690268489962633,0,3.6,0.975205585725368,0.974
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Maribius",0.000381841323716589,0.000642329246402817,0.594463549425755,3.5,0.2,0.975764158262219,0.027
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Microbulbiferaceae.g__Microbulbifer",0.000371234620280017,0.000659701232124573,0.562731433871138,3.5,0,0.976307214895268,0.193
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__uncultured",0.000371234620280017,0.000388573980199961,0.955376940290698,3.5,0,0.976850271528316,0.001
"d__Bacteria.k__.p__Planctomycetota.__.__.__.__",0.000365931268561731,0.000577349158831533,0.63381276817363,3.25,0.4,0.977385570209465,0.003
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Hwanghaeicola",0.000360627916843445,0.000739992871677879,0.487339717240448,0,3.4,0.977913110938712,0.057
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae.g__",0.000344717861688587,0.000326240651110267,1.05663675116954,1.75,3,0.978417377812257,0.006
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__uncultured",0.000344717861688587,0.000464093116204614,0.742777364395563,1.25,2.6,0.978921644685803,0.135
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina",0.000339414509970301,0.000454716531135794,0.746430988823982,3,0.8,0.979418153607448,0.177
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Stappiaceae.g__Labrenzia",0.000323504454815443,0.00046992541260512,0.688416600034536,2.75,0.6,0.97989138867339,0.337
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae.g__Bosea",0.000318201103097157,0.000565458198963919,0.562731433871138,3,0,0.980356865787432,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Sulfitobacter",0.000318201103097157,0.000565458198963919,0.562731433871138,3,0,0.980822342901474,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Pedomicrobium",0.000318201103097157,0.000399839326964919,0.795822425754221,3,0,0.981287820015516,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Thermosynechococcales.f__Thermosynechococcaceae.g__uncultured",0.000318201103097157,0.000565458198963919,0.562731433871138,3,0,0.981753297129558,0.001
"d__Bacteria.k__.p__Bacteroidota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.__",0.000296987696224014,0.000426495282095914,0.696344622534944,0,2.8,0.982187742435997,0.254
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Actibacter",0.000296987696224014,0.000423709522161415,0.700922874494367,2.5,0.6,0.982622187742436,0.305
"d__Bacteria.k__.p__Bacteroidota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__Rubricoccus",0.000296987696224014,0.000221955181917945,1.33805254582345,0,2.8,0.983056633048875,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Endozoicomonadaceae.g__Endozoicomonas",0.000286380992787442,0.000197985151566977,1.44647712477853,2.5,2.8,0.983475562451513,0.999
"d__Bacteria.k__.p__SAR324_clade.Marine_group_B..c__.o__.f__.g__",0.00027577428935087,0.000312379287035054,0.882818742460102,0,2.6,0.983878975950349,0.451
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Algimonas",0.00027577428935087,0.000410651693486206,0.671552787253106,0,2.6,0.984282389449185,0.408
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1",0.000265167585914298,5.441124056455e-05,4.87339717240448,2.5,0,0.98467028704422,0.546
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hellea",0.000254560882477726,0.000422029239842885,0.603183046209061,0,2.4,0.985042668735454,0.074
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingorhabdus",0.000254560882477726,0.000380723191524895,0.668624575923897,0,2.4,0.985415050426687,0.025
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae.g__uncultured",0.000238650827322868,0.000424093649222939,0.562731433871138,2.25,0,0.985764158262219,0.581
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Psychroserpens",0.000238650827322868,0.000247854996561087,0.962864701676689,2.25,0,0.98611326609775,0.002
